EmployeeID,FirstName,LastName,Department,Salary,HireDate,PerformanceScore,ManagerID
E00336,Michele,Wilson,Engineering,47323,2024-12-12 14:04:15,4.67,E01290
E00337,Jeffrey,Hester,Security,146335,2025-05-29 18:49:41,3.95,E01142
E00338,Lisa,Long,Customer Success,147356,2021-07-27 23:25:50,2.62,E00464
E00339,Steven,Norton,Finance,145944,2025-02-20 04:16:54,3.86,E00144
E00340,Kevin,Morgan,Engineering,180282,2018-01-17 09:35:53,2.13,E00442
E00341,Laura,Mcmillan,Finance,51456,2025-05-04 06:53:23,4.04,E01224
E00342,Jeremy,Fischer,Finance,66367,2022-11-14 19:26:29,4.22,E01181
E00343,Andrew,Gonzalez,Engineering,89624,2021-01-20 16:54:34,3.19,E00487
E00344,James,Hicks,Marketing,176178,2020-02-21 14:22:24,3.69,E00860
E00345,Mark,Porter,Marketing,103008,2018-01-11 12:34:05,4.97,E01158
E00346,Michelle,Williams,Support,160926,2019-08-10 11:47:35,3.25,E00148
E00347,Tammy,Taylor,Support,150395,2018-07-05 02:33:58,2.86,E01095
E00348,Joshua,Cook,Engineering,151492,2019-07-28 16:21:34,4.64,E01257
E00349,Darlene,Wells,Sales,107240,2023-11-21 05:35:22,4.97,E00811
E00350,Ricardo,Bryant,Support,99315,2019-07-15 12:08:42,3.6,E00666
E00351,Tina,Obrien,Finance,45756,2023-12-15 01:32:47,4.31,E00090
E00352,Amanda,Robertson,Security,71378,2025-06-18 09:20:56,4.54,E00199
E00353,Sheila,Murphy,Support,170327,2024-10-09 23:38:26,3.08,E01185
E00354,Darrell,Austin,Engineering,180556,2020-01-05 16:04:01,3.26,E00538
E00355,Tara,Martin,Engineering,160703,2023-03-15 18:00:48,4.46,E01145
E00356,Gregory,Ewing,Support,91549,2025-03-23 11:29:54,4.78,E00301
E00357,Sydney,Stevenson,Engineering,200575,2020-08-24 23:48:04,3.99,E00724
E00358,Joseph,Evans,Support,108794,2023-11-20 10:32:45,2.98,E00963
E00359,Daniel,Rogers,HR,80113,2020-07-07 14:38:18,4.99,E00068
E00360,Ryan,Clayton,Support,109069,2022-06-08 18:28:33,3.23,E00459
E00361,Jessica,Patel,Marketing,171321,2018-10-24 01:35:23,3.37,E00398
E00362,Lee,Erickson,Support,185273,2020-01-17 14:16:18,3.84,E00620
E00363,Catherine,Evans,Marketing,160541,2023-05-24 08:54:06,4.69,E01310
E00364,William,Cabrera,Support,44686,2019-12-24 04:20:14,4.2,E01164
E00365,Paul,Richardson,HR,88363,2021-12-07 23:06:22,3.89,E00730
E00366,Barbara,Nunez,Marketing,132543,2019-07-03 06:02:43,3.92,E00556
E00367,Jonathan,Whitney,Product,166733,2025-09-14 01:42:30,3.63,E00781
E00368,Jeanne,Silva,Operations,210915,2020-07-10 23:36:12,3.99,E00894
E00369,Aaron,Robles,Engineering,130673,2023-04-22 20:59:14,1.83,E00610
E00370,Sara,Swanson,Engineering,77828,2019-10-07 23:11:43,3.39,E00748
E00371,Amanda,Watts,Engineering,83604,2025-12-24 03:54:38,3.77,E00282
E00372,Jennifer,Johnson,Engineering,45526,2024-05-13 15:52:40,2.79,E00661
E00373,Judy,Wells,Engineering,103910,2023-08-24 02:03:31,3.87,E00924
E00374,Emily,Coffey,Support,60592,2018-06-07 11:23:24,3.46,E00996
E00375,Michael,Patton,Engineering,63982,2018-03-24 00:18:24,4.83,E00746
E00376,Chad,Parsons,Sales,35207,2020-01-26 12:17:20,4.7,E00087
E00377,Elizabeth,Lane,Security,123733,2022-09-10 10:56:48,3.27,E01103
E00378,Mark,Griffith,Engineering,159982,2024-08-04 17:05:36,3.49,E01229
E00379,Lee,Silva,Customer Success,103619,2020-06-18 06:27:43,3.55,E00791
E00380,Melanie,Jackson,Sales,195400,2025-03-13 19:08:55,3.28,E01278
E00381,Jennifer,Fuller,Engineering,81479,2019-02-25 18:51:17,3.74,E00304
E00382,Kevin,Harvey,Support,186175,2018-10-28 15:01:22,3.07,E00130
E00383,Kyle,Randall,Support,205963,2019-06-22 19:38:34,2.81,E00596
E00384,Ricky,Hernandez,Operations,176826,2022-03-11 13:57:24,4.04,E01300
E00385,Richard,Becker,Customer Success,116437,2019-06-03 14:26:20,4.04,E00558
E00386,Kenneth,Johnson,Customer Success,133540,2022-08-19 18:59:58,3.04,E00899
E00387,David,Vaughan,Sales,107982,2018-03-21 03:56:29,4.23,E01207
E00388,Robert,Rodriguez,Engineering,137747,2022-07-11 15:24:44,3.16,E01292
E00389,Shelby,Smith,Customer Success,83231,2024-12-29 05:50:22,3.78,E01346
E00390,Erica,Edwards,Customer Success,64301,2024-05-02 00:10:30,4.17,E00078
E00391,Raven,Hernandez,Product,207395,2020-08-08 06:23:11,3.58,E00784
E00392,Christina,Vaughn,Marketing,53752,2019-09-19 04:05:05,3.92,E00674
E00393,Kevin,Jenkins,Sales,133452,2023-05-10 18:35:11,3.24,E00238
E00394,Amy,Hampton,Customer Success,179467,2025-05-21 03:35:49,3.46,E01158
E00395,Aaron,Knapp,Sales,156237,2018-01-12 00:54:52,3.46,E01216
E00396,Justin,Salas,HR,91273,2022-02-27 14:55:17,3.08,E00278
E00397,Russell,Fitzgerald,Security,126878,2022-10-17 03:31:54,3.48,E01042
E00398,Bethany,Brown,Marketing,39895,2018-09-08 03:55:33,2.52,E00524
E00399,Diana,Taylor,Customer Success,154968,2021-09-15 10:06:01,3.26,E00180
E00400,Steven,Clark,Customer Success,150700,2019-04-15 00:32:41,3.4,E00123
E00401,Scott,Nguyen,Engineering,111559,2019-01-11 00:28:47,3.42,E01270
E00402,Jason,Bates,Operations,45699,2024-09-21 11:14:05,3.43,E01075
E00403,Thomas,Fox,Finance,44715,2020-08-25 20:56:52,3.56,E01095
E00404,Rachel,Edwards,Security,54169,2024-04-16 09:15:59,3.94,E00480
E00405,Laura,Thompson,Sales,153413,2018-12-29 18:36:59,4.21,E01043
E00406,Gene,Barr,Operations,182235,2025-05-30 02:06:57,3.15,E00084
E00407,Christopher,Peterson,Marketing,154264,2020-11-05 07:24:24,2.76,E01179
E00408,Zachary,Gomez,Engineering,40782,2021-11-30 15:51:51,2.87,E00565
E00409,Cynthia,Ingram,Operations,159481,2024-03-14 08:41:06,3.26,E00619
E00410,Matthew,Le,Engineering,70585,2021-02-27 12:36:07,3.35,E00357
E00411,Loretta,Schneider,Sales,65682,2021-11-21 15:00:45,3.06,E00816
E00412,Karen,Steele,Product,213936,2020-09-18 14:54:48,2.69,E00647
E00413,Emily,Bishop,Product,164992,2023-11-28 03:05:01,3.28,E00443
E00414,Jeffrey,Lee,Support,119416,2019-03-17 14:18:22,3.73,E01093
E00415,James,Wright,Support,162810,2025-03-21 22:22:26,4.02,E00523
E00416,Andrew,Grant,Marketing,73067,2019-10-16 17:46:25,3.21,E00143
E00417,John,Walker,Sales,208757,2025-01-20 01:12:39,3.31,E00192
E00418,Thomas,Dudley,Sales,53073,2025-10-11 20:59:05,2.95,E00378
E00419,Melissa,Evans,Support,71035,2020-03-04 20:07:12,3.58,E00581
E00420,Charles,Roberts,Customer Success,125373,2021-09-19 16:40:07,3.01,E00535
E00421,Robert,Clark,Customer Success,118362,2024-01-28 01:00:54,4.0,E01317
E00422,Crystal,Bush,Customer Success,125517,2018-04-26 04:57:01,2.35,E01033
E00423,James,Stewart,Engineering,100450,2019-12-13 14:47:34,3.35,E01295
E00424,Heather,Bailey,Finance,45382,2024-01-05 07:14:10,3.81,E00093
E00425,Troy,Peck,Engineering,170509,2024-11-08 21:10:24,3.73,E00529
E00426,John,Pope,Support,96929,2021-12-26 15:15:47,5.0,E01178
E00427,Diana,Hill,Marketing,133864,2020-12-11 23:00:40,3.84,E00405
E00428,Adam,Martinez,Operations,178401,2019-01-29 00:36:52,2.9,E00840
E00429,Karen,Rhodes,Sales,60169,2025-03-18 10:59:12,3.53,E01173
E00430,Kayla,James,Engineering,122468,2018-11-21 14:02:54,2.36,E00889
E00431,Daniel,Baird,Engineering,69594,2020-06-06 08:13:24,3.54,E01291
E00432,Ronald,Cardenas,Customer Success,80033,2018-10-09 15:34:36,3.02,E00422
E00433,Gregory,Blevins,Support,98133,2018-06-20 09:39:51,4.24,E00472
E00434,Susan,Ballard,Engineering,108861,2020-07-29 15:45:08,3.22,E00893
E00435,April,Roberts,Engineering,218362,2019-04-14 14:24:59,3.52,E00547
E00436,Brent,Roberts,Customer Success,66750,2022-07-26 07:23:43,3.16,E00631
E00437,John,Klein,Engineering,75461,2020-03-12 03:03:26,4.82,E01038
E00438,Melinda,Reed,Security,113222,2019-04-14 11:35:28,3.38,E00778
E00439,Stephen,Ramos,Customer Success,147020,2022-07-20 09:19:31,4.88,E00364
E00440,Laurie,Scott,Engineering,59226,2019-09-16 01:57:54,4.17,E00119
E00441,Elizabeth,Mendoza,Engineering,41721,2024-12-15 09:34:57,3.94,E01262
E00442,Vanessa,Harris,Product,55609,2023-09-15 01:34:54,3.86,E00546
E00443,Caitlin,Ryan,Sales,218202,2021-07-21 16:08:07,3.88,E01193
E00444,Stephanie,Fitzpatrick,Sales,165513,2021-04-13 00:38:46,2.25,E00522
E00445,Patricia,Horton,Customer Success,139211,2024-10-27 20:48:08,3.4,E00634
E00446,Cheyenne,Taylor,HR,214967,2022-11-08 03:29:37,4.19,E00963
E00447,Jennifer,Gilbert,Product,171728,2020-01-24 01:51:41,3.57,E00958
E00448,William,Matthews,Customer Success,159865,2022-02-16 22:25:17,2.62,E00883
E00449,Maria,Sanchez,Sales,109520,2022-06-06 17:21:03,3.56,E00780
E00450,Amy,Santiago,Engineering,99309,2022-05-16 00:32:29,4.79,E00871
E00451,Phyllis,Schmidt,Customer Success,64984,2021-05-02 19:47:42,4.47,E00516
E00452,Julia,Little,Support,153947,2018-06-24 11:24:21,3.56,E00938
E00453,Thomas,Williams,Marketing,40901,2025-08-22 14:27:22,4.27,E00866
E00454,Jonathon,Gutierrez,Operations,197624,2022-12-11 12:04:50,3.34,E00106
E00455,John,Love,Engineering,66055,2024-09-08 06:46:31,2.41,E01109
E00456,Dana,Garcia,Finance,203757,2024-08-07 20:28:50,2.95,E00214
E00457,Katie,Townsend,Engineering,180788,2018-12-19 10:29:33,4.69,E01145
E00458,Adrienne,Smith,Finance,149099,2025-12-04 21:18:51,3.41,E01156
E00459,Courtney,Pierce,Engineering,46138,2019-12-24 19:41:00,3.43,E00850
E00460,Joshua,Hickman,Engineering,201370,2019-05-22 10:47:08,3.39,E00197
E00461,Chris,Russell,Engineering,217184,2019-05-25 20:13:19,4.93,E00019
E00462,Justin,Donovan,Support,58429,2019-05-03 23:30:41,4.74,E00642
E00463,Joseph,Johns,Customer Success,85200,2018-10-30 16:09:16,5.0,E01036
E00464,Luis,Woods,Support,214316,2020-05-25 15:46:04,3.49,E01105
E00465,Amber,Gonzalez,Product,136268,2023-03-26 22:08:18,3.81,E00330
E00466,Devon,Maynard,Sales,52347,2021-01-27 06:55:54,2.54,E00866
E00467,Jesse,Morris,Sales,182992,2025-09-06 20:36:53,4.63,E00774
E00468,Heather,Brewer,Security,66822,2024-09-29 22:09:19,2.78,E00392
E00469,Jasmine,Velez,Engineering,212731,2025-09-21 23:46:09,3.75,E00637
E00470,Caleb,Davis,Product,75108,2019-12-15 22:37:27,2.83,E00307
E00471,Rick,Andrews,Engineering,163955,2024-11-11 23:17:36,3.19,E01291
E00472,Amy,Nichols,Product,42967,2018-02-01 00:46:46,3.01,E00895
E00473,Robert,Sharp,Engineering,145719,2022-01-10 03:40:17,3.17,E00652
E00474,Jamie,Zuniga,Operations,46871,2024-01-22 21:06:49,3.22,E00841
E00475,Robert,Gentry,Finance,199685,2025-06-13 16:53:15,3.22,E01026
E00476,Rebecca,Thompson,Product,63179,2020-08-31 15:34:39,4.18,E00520
E00477,Brandy,Khan,Engineering,218260,2023-07-20 04:26:13,2.83,E00636
E00478,Heather,Thompson,Support,90099,2024-11-01 17:58:19,3.75,E01333
E00479,Melissa,Gillespie,Product,70262,2020-09-30 23:22:41,4.45,E00740
E00480,Kathy,Osborn,Finance,113213,2019-06-02 01:52:01,3.24,E00469
E00481,Omar,Sanders,Support,152407,2021-01-28 22:51:05,3.1,E00212
E00482,Adam,Simpson,Support,184340,2021-10-17 14:07:08,3.44,E01136
E00483,Michael,Zuniga,Marketing,121269,2023-09-12 14:16:23,4.43,E01032
E00484,Karen,Hayden,Support,95545,2024-03-01 09:39:58,3.74,E00804
E00485,Melissa,Howe,Support,74922,2021-03-19 18:46:54,3.23,E00477
E00486,Stephanie,Mcdowell,Operations,77913,2024-02-10 05:04:59,3.94,E00874
E00487,Robert,Smith,Engineering,132033,2024-12-05 06:58:41,2.83,E00460
E00488,Julie,Bradley,Sales,139792,2022-03-22 05:48:22,4.08,E00253
E00489,Amy,Rodriguez,Product,215913,2021-07-31 16:18:10,3.89,E00752
E00490,Carrie,Bird,Operations,212404,2025-04-12 15:23:51,3.38,E00981
E00491,Jeffrey,Mitchell,Marketing,154863,2023-10-15 10:28:38,3.01,E00854
E00492,Jeffrey,Hays,Support,191104,2025-05-19 16:35:25,2.98,E00236
E00493,Ryan,Daniels,Sales,203918,2021-09-20 13:28:23,3.97,E01330
E00494,Anthony,Snyder,Engineering,79936,2022-02-05 09:55:09,4.46,E00478
E00495,Matthew,Mays,Finance,195866,2020-03-14 17:11:18,3.15,E00679
E00496,Erin,Rosales,Sales,216403,2022-03-27 12:52:42,3.92,E01044
E00497,Richard,Mcdonald,Support,63141,2020-12-30 23:08:37,2.14,E00216
E00498,Frederick,Lee,Engineering,175146,2019-03-24 04:17:32,3.19,E00855
E00499,Tanner,Rodriguez,Product,172478,2020-10-28 20:39:02,3.58,E00135
E00500,David,Martin,Product,132359,2023-04-20 13:37:56,2.96,E00905
E00501,Cindy,Stevens,Support,158279,2022-01-17 22:09:42,2.94,E01153
E00502,Anthony,Scott,Finance,189363,2023-03-31 06:52:48,3.13,E00410
E00503,Phillip,Lopez,Sales,76568,2024-08-31 19:57:04,3.8,E01318
E00504,Anne,Doyle,Customer Success,132539,2020-02-09 07:38:16,3.47,E01270
E00505,Anthony,Gibbs,Support,81851,2022-04-29 11:48:45,2.03,E00086
E00506,Dawn,Bradley,Engineering,89823,2023-08-25 00:54:12,2.12,E00556
E00507,Derek,Todd,Operations,58312,2022-08-01 16:53:32,3.18,E00378
E00508,Steven,Thompson,Security,209180,2023-07-31 18:40:20,3.92,E01075
E00509,Brent,Chase,HR,200243,2021-09-10 13:03:14,1.68,E00242
E00510,Nicholas,Prince,Customer Success,207851,2024-03-02 13:48:36,3.25,E01318
E00511,Jason,Wilcox,Support,133723,2023-08-07 03:46:26,3.23,E00920
E00512,Mark,Robertson,Marketing,47411,2021-02-08 06:16:24,4.57,E00266
E00513,Kathleen,Miller,HR,92009,2019-04-23 18:53:12,3.33,E01144
E00514,Nicholas,Caldwell,Security,181494,2018-01-18 01:02:22,3.87,E00712
E00515,Karen,Lopez,Engineering,208540,2019-11-10 23:54:56,3.7,E01272
E00516,Marie,Taylor,Engineering,67371,2022-05-25 05:12:22,2.11,E00070
E00517,Johnny,Morris,Sales,92022,2018-06-03 07:17:42,4.14,E00057
E00518,Christopher,Wright,Customer Success,106229,2025-05-29 21:39:43,3.75,E00039
E00519,Andrew,Green,Product,134071,2019-08-13 01:17:49,3.96,E00801
E00520,Amber,Young,Engineering,217268,2020-03-28 13:51:05,5.0,E01042
E00521,Zoe,Molina,Support,131774,2021-03-07 11:16:25,2.14,E00732
E00522,Michael,Finley,Marketing,61715,2019-03-21 00:16:35,4.81,E00825
E00523,Debra,Turner,Product,62605,2025-06-10 00:45:41,3.4,E00756
E00524,Kimberly,Sharp,Security,134853,2019-04-07 02:28:03,3.8,E00352
E00525,Denise,Smith,Security,66174,2019-08-25 00:55:47,3.57,E01322
E00526,Karen,Valdez,Finance,176028,2025-11-04 04:01:35,3.3,E00283
E00527,Stefanie,Schwartz,Marketing,111373,2021-07-30 07:25:37,3.2,E00110
E00528,James,Brown,Sales,104252,2025-05-29 19:31:25,3.83,E01017
E00529,Andrew,Wilson,Engineering,105017,2021-06-30 04:44:33,2.54,E01204
E00530,Elijah,Parker,Security,98037,2021-08-07 23:13:31,4.13,E00544
E00531,David,Sullivan,Customer Success,124818,2024-06-02 00:14:37,3.31,E00025
E00532,Elizabeth,Shaw,Product,41548,2019-05-14 19:58:43,2.81,E00843
E00533,Anne,Jacobson,Product,151981,2025-03-29 06:59:00,3.28,E00791
E00534,Jeffery,Padilla,Support,189249,2025-05-06 07:00:39,4.48,E00738
E00535,Holly,Collins,Customer Success,59022,2023-06-10 22:12:30,3.23,E00057
E00536,Katie,Wilson,HR,141297,2025-02-22 20:05:41,3.85,E00180
E00537,Gary,Hendricks,Security,171614,2018-02-09 05:14:05,3.09,E00232
E00538,Catherine,Phillips,Sales,95428,2020-09-29 15:37:34,4.13,E00343
E00539,Julie,Mendez,Marketing,188812,2025-10-27 00:55:31,4.08,E00477
E00540,Danny,Robinson,Engineering,94353,2020-06-07 14:50:52,4.89,E00576
E00541,Lori,Anderson,Product,148132,2023-09-09 11:25:46,3.48,E00455
E00542,Tami,Hernandez,Support,51052,2021-06-13 23:08:06,4.07,E01256
E00543,Daniel,Adkins,Engineering,135689,2022-07-07 03:37:43,3.67,E00289
E00544,Anthony,Obrien,Support,213148,2020-11-30 06:23:13,4.51,E01237
E00545,Larry,Perry,Support,219492,2021-08-07 14:51:55,3.1,E00258
E00546,Erica,Dunn,Sales,166743,2022-07-30 11:10:22,4.12,E00530
E00547,Susan,Ruiz,Engineering,35163,2022-08-31 18:34:53,3.46,E00687
E00548,Randy,Medina,Support,76424,2018-12-14 13:58:57,3.56,E00929
E00549,Jennifer,Beck,Finance,219816,2019-03-15 20:38:41,3.66,E00229
E00550,Charles,Robinson,Customer Success,176706,2019-07-15 15:17:11,3.78,E01250
E00551,Hannah,Wright,Finance,170870,2018-08-15 13:32:17,3.52,E00596
E00552,Courtney,Fischer,Security,57420,2022-08-29 03:54:38,3.75,E00435
E00553,Curtis,Marks,Support,155575,2025-05-24 20:38:34,4.7,E00882
E00554,Kendra,Miller,Support,64300,2020-12-07 02:37:28,4.29,E01021
E00555,Melissa,Griffin,Operations,124881,2021-09-26 09:06:56,4.21,E00402
E00556,Caroline,Padilla,Marketing,45749,2018-09-10 20:47:10,3.28,E00622
E00557,David,Miller,Engineering,139131,2023-06-24 18:02:32,2.98,E00088
E00558,Tonya,Elliott,Engineering,191193,2018-01-07 16:42:06,4.27,E00584
E00559,Kimberly,Brown,Customer Success,163563,2018-03-18 12:43:28,4.21,E00309
E00560,Michael,Kelley,Support,72487,2019-07-08 05:34:49,4.63,E00906
E00561,Ross,Wagner,Customer Success,199433,2022-06-30 06:23:24,3.18,E00343
E00562,Mitchell,Armstrong,Engineering,56223,2024-05-18 00:30:17,3.44,E00436
E00563,William,Hernandez,Engineering,107930,2021-09-30 22:58:25,2.45,E00177
E00564,Matthew,Murphy,Engineering,180128,2021-07-24 21:30:07,3.33,E00139
E00565,Melissa,Meyer,Sales,63380,2022-03-21 07:27:17,4.3,E00194
E00566,Lynn,Wilson,Support,61035,2020-08-26 04:20:53,3.27,E01210
E00567,Daniel,Harris,Marketing,65620,2020-10-27 07:57:04,4.05,E01242
E00568,Susan,Aguilar,Marketing,185949,2018-01-10 10:13:42,3.47,E01188
E00569,Cynthia,Davis,Operations,152360,2020-10-29 07:25:11,3.83,E01185
E00570,Maria,Dixon,Sales,88352,2021-08-27 03:34:09,2.8,E00943
E00571,Jasmine,Stokes,Finance,196983,2022-01-04 20:41:43,3.66,E00525
E00572,Ryan,Chavez,Customer Success,198856,2018-07-09 21:20:40,1.51,E01066
E00573,Jessica,Palmer,Marketing,38191,2021-10-17 11:05:41,3.47,E00915
E00574,Tammy,Bryant,Support,199232,2018-05-27 13:42:03,2.46,E00210
E00575,Joseph,Brown,Security,125536,2025-04-08 17:31:36,4.44,E00741
E00576,Lindsey,Ford,HR,139576,2020-10-01 21:59:27,4.14,E00862
E00577,Amanda,Roman,Engineering,215795,2018-07-07 09:57:48,3.93,E01299
E00578,Timothy,Cummings,HR,38631,2025-08-10 04:14:19,4.66,E00954
E00579,Ryan,Foster,Finance,172244,2023-05-13 04:56:42,2.94,E01303
E00580,Jessica,Velasquez,Sales,77080,2019-12-08 14:45:12,4.82,E01275
E00581,Joseph,Reese,Marketing,125353,2024-06-30 20:46:56,4.25,E01334
E00582,Melissa,Lane,Product,186353,2018-09-03 01:37:46,3.43,E00833
E00583,Mariah,Williams,Finance,63671,2020-10-10 18:08:18,4.39,E00140
E00584,Christopher,Cooper,Sales,157811,2018-05-04 11:56:56,2.83,E00792
E00585,Nicole,Brown,Support,217503,2022-02-10 20:12:10,3.02,E00546
E00586,John,Mcknight,Sales,162734,2025-05-10 17:45:05,3.17,E01017
E00587,Steven,Michael,Engineering,194674,2018-02-12 03:36:11,3.23,E00057
E00588,Cheryl,Jones,Engineering,86399,2019-04-08 18:15:31,2.86,E00112
E00589,Nicholas,Peck,Engineering,189544,2023-04-20 08:14:27,4.46,E00005
E00590,Anthony,Johnson,Engineering,215302,2022-05-20 15:52:49,3.42,E01206
E00591,Melissa,Ortiz,Engineering,42099,2020-04-18 17:14:54,3.85,E01037
E00592,Hunter,Mack,Support,191503,2018-09-30 14:26:58,3.2,E01283
E00593,Jason,Cannon,Engineering,91492,2024-06-13 11:56:02,2.33,E00090
E00594,Lauren,Good,Sales,131722,2022-10-04 00:47:44,3.79,E00616
E00595,Matthew,Brewer,Operations,213756,2018-04-26 00:18:13,2.26,E00891
E00596,Nicole,Fisher,Finance,65111,2018-04-26 05:32:31,3.55,E00698
E00597,Jacqueline,Haney,Support,98936,2021-08-14 05:16:59,2.64,E01274
E00598,Joshua,Reyes,Engineering,188686,2024-10-28 11:25:38,4.99,E01279
E00599,Alejandro,Kane,Engineering,208063,2021-08-24 17:08:52,4.24,E00898
E00600,Stacy,Knox,Engineering,95920,2025-04-14 15:02:40,3.67,E00971
E00601,Christopher,Bennett,Engineering,98530,2023-10-04 08:01:26,4.48,E01132
E00602,Jennifer,Vega,Sales,202296,2025-08-31 09:16:09,3.01,E00668
E00603,Tracy,Stanley,Engineering,42788,2018-04-16 20:03:40,3.98,E00594
E00604,Katherine,Ryan,Engineering,63082,2019-09-21 18:36:16,3.74,E00589
E00605,Hannah,Valdez,Engineering,158287,2025-07-05 13:31:39,3.78,E00485
E00606,Debbie,Bailey,Finance,124570,2019-01-19 08:37:46,4.49,E00982
E00607,Travis,White,Engineering,136015,2022-04-28 05:40:40,4.11,E00972
E00608,Laura,Medina,Sales,118588,2020-03-24 02:46:15,3.8,E01282
E00609,Christopher,Rice,Finance,182603,2024-12-02 15:43:50,2.44,E00639
E00610,Jeffrey,Luna,Support,123340,2018-08-05 21:35:05,2.93,E00997
E00611,Heather,Walker,Engineering,129439,2019-12-03 16:51:58,3.51,E00282
E00612,Kevin,Smith,Customer Success,210929,2023-09-17 11:59:18,3.67,E00986
E00613,Bonnie,Johnson,Support,176214,2018-07-30 08:14:12,2.81,E01112
E00614,Thomas,Evans,Engineering,150053,2021-06-23 21:37:24,5.0,E01228
E00615,Alyssa,Nunez,Operations,83355,2018-01-26 09:54:50,4.66,E00016
E00616,Ronald,Stephens,HR,175938,2023-08-20 06:43:24,4.02,E01175
E00617,Julie,Patel,Engineering,160426,2025-11-13 14:42:44,3.65,E00936
E00618,Mark,Morrow,Sales,99027,2021-11-20 02:29:52,3.45,E00254
E00619,Jacqueline,Wright,Customer Success,194210,2021-11-14 17:32:07,2.93,E01212
E00620,Joseph,Reed,Customer Success,127601,2019-07-03 16:35:55,3.65,E00329
E00621,John,Hill,Engineering,64956,2018-08-17 16:47:06,3.78,E00544
E00622,David,Pineda,Engineering,139797,2019-10-22 18:57:20,2.73,E00783
E00623,James,Hardy,Sales,159917,2024-12-15 14:29:23,3.83,E00997
E00624,David,Rodriguez,Finance,161303,2020-01-18 16:00:46,3.49,E00845
E00625,Amanda,Pacheco,Support,171511,2018-11-19 05:41:44,2.26,E01193
E00626,Kathleen,Barnes,Sales,213313,2024-07-16 16:31:25,3.0,E00366
E00627,Jacob,Miranda,Finance,77533,2020-07-31 21:44:40,3.31,E01202
E00628,Javier,Stephenson,Customer Success,194342,2023-11-01 19:50:44,4.92,E00655
E00629,Todd,Smith,Engineering,113815,2023-02-28 08:20:35,3.99,E00760
E00630,Jenny,Harris,Sales,74279,2022-05-01 23:20:50,2.67,E00639
E00631,Tiffany,Garcia,Customer Success,144787,2019-04-10 06:44:34,3.94,E01064
E00632,Alicia,Johnson,Operations,189960,2020-08-09 21:54:19,2.52,E00924
E00633,Justin,Harper,Finance,183702,2024-07-23 08:09:13,4.36,E00416
E00634,Craig,Warner,Finance,96063,2023-10-05 03:29:20,3.27,E00255
E00635,James,Williams,Engineering,162896,2024-06-21 17:54:44,3.53,E01167
E00636,Jeremy,Yang,Marketing,201216,2020-08-17 09:34:39,4.53,E00710
E00637,Harry,Morales,Finance,218233,2019-05-19 01:46:14,2.7,E00577
E00638,Alexis,Young,Sales,217051,2018-01-20 22:35:07,2.62,E00900
E00639,Amanda,Robinson,Sales,132661,2025-04-04 13:26:23,3.19,E00011
E00640,Joshua,Shields,Sales,173051,2025-11-09 17:32:24,4.33,E00026
E00641,Terri,Brown,Engineering,192261,2023-03-28 05:47:14,2.54,E00957
E00642,Angela,Gordon,Sales,208672,2020-10-01 03:04:14,1.62,E00421
E00643,Heidi,Roberts,Engineering,158257,2024-08-06 19:56:31,3.28,E01245
E00644,David,Cabrera,Sales,121205,2020-11-28 22:34:57,3.99,E00496
E00645,Miranda,Dennis,Engineering,41910,2019-04-14 11:26:55,4.44,E01261
E00646,Travis,Flores,Operations,81857,2025-08-26 01:45:49,3.28,E00237
E00647,Monique,Harper,Support,69964,2020-10-30 00:14:26,3.31,E01009
E00648,Audrey,Chambers,Support,191299,2025-10-20 01:22:51,4.41,E00219
E00649,Taylor,Flores,Customer Success,172050,2018-05-24 05:28:08,2.29,E00461
E00650,Scott,Turner,Finance,52153,2025-02-15 13:58:19,3.33,E00663
E00651,Jack,Thomas,Engineering,94765,2024-04-28 08:58:46,3.73,E00635
E00652,Brett,Keller,Finance,143212,2020-05-23 06:59:52,3.91,E01168
E00653,Shelley,Walker,Support,74071,2023-08-26 04:42:57,3.24,E00990
E00654,Tim,Turner,Customer Success,147990,2025-02-01 09:09:56,3.62,E00189
E00655,Lynn,Brown,Marketing,104519,2019-04-27 04:33:16,1.86,E00255
E00656,Richard,Fry,Engineering,44503,2023-07-22 01:18:27,3.14,E00068
E00657,Charles,Hobbs,Sales,130457,2023-02-25 10:25:34,3.92,E00616
E00658,Crystal,Buck,Sales,182977,2022-05-18 08:59:45,2.91,E00336
E00659,Brian,Garrett,Support,80838,2021-05-02 14:32:47,3.64,E00671
E00660,Edward,Simmons,Support,160200,2025-12-26 02:01:44,3.91,E00821
E00661,Anna,Simpson,Sales,124489,2022-05-28 07:12:08,3.36,E00874
E00662,Kevin,Compton,Product,61806,2025-10-17 13:37:41,3.72,E00300
E00663,Victoria,David,Support,211072,2022-09-26 00:18:18,2.93,E00357
E00664,David,Powers,Engineering,188240,2023-11-08 08:39:17,3.46,E00256
E00665,Kathy,Floyd,Engineering,105119,2018-09-14 08:13:43,4.03,E01008
E00666,Catherine,Flores,Engineering,73714,2021-02-03 01:52:21,3.71,E00353
E00667,Krystal,Butler,Sales,90419,2021-11-04 20:26:08,3.19,E00524
E00668,Jeremiah,Hernandez,Engineering,215217,2024-04-17 15:10:27,3.76,E00950
E00669,Alexandra,Bennett,Engineering,140432,2025-03-10 08:35:56,4.1,E00756
E00670,Shannon,Webster,Sales,127949,2018-07-19 23:40:06,2.17,E00284
